year,week,state,state_name,disease,cases,incidence_per_capita
1938,02,PA,PENNSYLVANIA,PERTUSSIS,362,3.64
1938,02,RI,RHODE ISLAND,PERTUSSIS,33,4.76
1938,02,SC,SOUTH CAROLINA,PERTUSSIS,49,2.67
1938,02,SD,SOUTH DAKOTA,PERTUSSIS,6,0.92
1938,02,TN,TENNESSEE,PERTUSSIS,26,0.92
1938,02,TX,TEXAS,PERTUSSIS,181,2.87
1938,02,UT,UTAH,PERTUSSIS,59,11.03
1938,02,VA,VIRGINIA,PERTUSSIS,108,4.09
1938,02,VT,VERMONT,PERTUSSIS,24,6.74
1938,02,WA,WASHINGTON,PERTUSSIS,115,6.77
1938,02,WI,WISCONSIN,PERTUSSIS,182,5.87
1938,02,WV,WEST VIRGINIA,PERTUSSIS,108,5.91
1938,02,WY,WYOMING,PERTUSSIS,10,4.07
1938,03,AL,ALABAMA,PERTUSSIS,33,1.18
1938,03,AR,ARKANSAS,PERTUSSIS,64,3.32
1938,03,AZ,ARIZONA,PERTUSSIS,15,3.22
1938,03,CA,CALIFORNIA,PERTUSSIS,423,6.36
1938,03,CO,COLORADO,PERTUSSIS,7,0.63
1938,03,CT,CONNECTICUT,PERTUSSIS,42,2.49
1938,03,DC,DISTRICT OF COLUMBIA,PERTUSSIS,3,0.47
1938,03,DE,DELAWARE,PERTUSSIS,7,2.72
1938,03,FL,FLORIDA,PERTUSSIS,14,0.79
1938,03,GA,GEORGIA,PERTUSSIS,51,1.65
1938,03,IA,IOWA,PERTUSSIS,42,1.68
1938,03,ID,IDAHO,PERTUSSIS,40,7.8
1938,03,IL,ILLINOIS,PERTUSSIS,124,1.58
1938,03,IN,INDIANA,PERTUSSIS,17,0.5
1938,03,KS,KANSAS,PERTUSSIS,122,6.62
1938,03,KY,KENTUCKY,PERTUSSIS,92,3.29
1938,03,LA,LOUISIANA,PERTUSSIS,3,0.13
1938,03,MA,MASSACHUSETTS,PERTUSSIS,107,2.45
1938,03,MD,MARYLAND,PERTUSSIS,62,3.51
1938,03,ME,MAINE,PERTUSSIS,68,8.07
1938,03,MI,MICHIGAN,PERTUSSIS,220,4.35
1938,03,MN,MINNESOTA,PERTUSSIS,37,1.34
1938,03,MO,MISSOURI,PERTUSSIS,112,2.96
1938,03,MT,MONTANA,PERTUSSIS,31,5.62
1938,03,NC,NORTH CAROLINA,PERTUSSIS,326,9.48
1938,03,ND,NORTH DAKOTA,PERTUSSIS,63,9.74
1938,03,NE,NEBRASKA,PERTUSSIS,10,0.75
1938,03,NH,NEW HAMPSHIRE,PERTUSSIS,10,2.06
1938,03,NJ,NEW JERSEY,PERTUSSIS,160,3.9
1938,03,NM,NEW MEXICO,PERTUSSIS,32,6.24
1938,03,NY,NEW YORK,PERTUSSIS,389,2.88
1938,03,OH,OHIO,PERTUSSIS,69,1.01
1938,03,OK,OKLAHOMA,PERTUSSIS,40,1.72
1938,03,OR,OREGON,PERTUSSIS,21,1.97
1938,03,PA,PENNSYLVANIA,PERTUSSIS,344,3.46
1938,03,RI,RHODE ISLAND,PERTUSSIS,43,6.2
1938,03,SC,SOUTH CAROLINA,PERTUSSIS,47,2.56
1938,03,SD,SOUTH DAKOTA,PERTUSSIS,26,4.01
1938,03,TN,TENNESSEE,PERTUSSIS,31,1.1
1938,03,TX,TEXAS,PERTUSSIS,193,3.06
1938,03,UT,UTAH,PERTUSSIS,29,5.42
1938,03,VA,VIRGINIA,PERTUSSIS,93,3.53
1938,03,VT,VERMONT,PERTUSSIS,26,7.3
1938,03,WA,WASHINGTON,PERTUSSIS,138,8.13
1938,03,WI,WISCONSIN,PERTUSSIS,142,4.58
1938,03,WV,WEST VIRGINIA,PERTUSSIS,128,7
1938,03,WY,WYOMING,PERTUSSIS,8,3.25
1938,04,AL,ALABAMA,PERTUSSIS,31,1.11
1938,04,AR,ARKANSAS,PERTUSSIS,41,2.13
1938,04,AZ,ARIZONA,PERTUSSIS,55,11.8
1938,04,CA,CALIFORNIA,PERTUSSIS,405,6.08
1938,04,CO,COLORADO,PERTUSSIS,12,1.08
1938,04,CT,CONNECTICUT,PERTUSSIS,39,2.32
1938,04,DC,DISTRICT OF COLUMBIA,PERTUSSIS,5,0.78
1938,04,DE,DELAWARE,PERTUSSIS,10,3.89
1938,04,FL,FLORIDA,PERTUSSIS,22,1.24
1938,04,GA,GEORGIA,PERTUSSIS,66,2.14
1938,04,IA,IOWA,PERTUSSIS,47,1.88
1938,04,ID,IDAHO,PERTUSSIS,50,9.75
1938,04,IL,ILLINOIS,PERTUSSIS,112,1.42
1938,04,IN,INDIANA,PERTUSSIS,33,0.97
1938,04,KS,KANSAS,PERTUSSIS,99,5.37
1938,04,KY,KENTUCKY,PERTUSSIS,49,1.75
1938,04,LA,LOUISIANA,PERTUSSIS,6,0.26
1938,04,MA,MASSACHUSETTS,PERTUSSIS,141,3.23
1938,04,MD,MARYLAND,PERTUSSIS,44,2.49
1938,04,ME,MAINE,PERTUSSIS,55,6.52
1938,04,MI,MICHIGAN,PERTUSSIS,195,3.86
1938,04,MN,MINNESOTA,PERTUSSIS,53,1.93
1938,04,MO,MISSOURI,PERTUSSIS,49,1.3
1938,04,MT,MONTANA,PERTUSSIS,24,4.35
1938,04,NC,NORTH CAROLINA,PERTUSSIS,419,12.18
1938,04,ND,NORTH DAKOTA,PERTUSSIS,80,12.36
1938,04,NE,NEBRASKA,PERTUSSIS,8,0.6
1938,04,NH,NEW HAMPSHIRE,PERTUSSIS,3,0.62
1938,04,NJ,NEW JERSEY,PERTUSSIS,187,4.56
1938,04,NM,NEW MEXICO,PERTUSSIS,36,7.02
1938,04,NY,NEW YORK,PERTUSSIS,462,3.42
1938,04,OH,OHIO,PERTUSSIS,149,2.18
1938,04,OK,OKLAHOMA,PERTUSSIS,38,1.64
1938,04,OR,OREGON,PERTUSSIS,28,2.62
1938,04,PA,PENNSYLVANIA,PERTUSSIS,284,2.85
1938,04,RI,RHODE ISLAND,PERTUSSIS,59,8.5
1938,04,SC,SOUTH CAROLINA,PERTUSSIS,44,2.4
1938,04,SD,SOUTH DAKOTA,PERTUSSIS,23,3.54
1938,04,TN,TENNESSEE,PERTUSSIS,30,1.06
1938,04,TX,TEXAS,PERTUSSIS,136,2.16
1938,04,UT,UTAH,PERTUSSIS,46,8.6
1938,04,VA,VIRGINIA,PERTUSSIS,109,4.13
1938,04,VT,VERMONT,PERTUSSIS,31,8.71
1938,04,WA,WASHINGTON,PERTUSSIS,124,7.3
1938,04,WI,WISCONSIN,PERTUSSIS,198,6.39
1938,04,WV,WEST VIRGINIA,PERTUSSIS,143,7.82
1938,04,WY,WYOMING,PERTUSSIS,14,5.69
1938,05,AL,ALABAMA,PERTUSSIS,14,0.5
1938,05,AR,ARKANSAS,PERTUSSIS,27,1.4
1938,05,AZ,ARIZONA,PERTUSSIS,37,7.94
1938,05,CA,CALIFORNIA,PERTUSSIS,261,3.92
1938,05,CO,COLORADO,PERTUSSIS,13,1.17
1938,05,CT,CONNECTICUT,PERTUSSIS,67,3.98
1938,05,DC,DISTRICT OF COLUMBIA,PERTUSSIS,9,1.41
1938,05,DE,DELAWARE,PERTUSSIS,21,8.17
1938,05,FL,FLORIDA,PERTUSSIS,55,3.11
1938,05,GA,GEORGIA,PERTUSSIS,59,1.91
1938,05,IA,IOWA,PERTUSSIS,42,1.68
1938,05,ID,IDAHO,PERTUSSIS,19,3.7
1938,05,IL,ILLINOIS,PERTUSSIS,93,1.18
1938,05,IN,INDIANA,PERTUSSIS,18,0.53
1938,05,KS,KANSAS,PERTUSSIS,113,6.13
1938,05,KY,KENTUCKY,PERTUSSIS,71,2.54
1938,05,LA,LOUISIANA,PERTUSSIS,2,0.09
1938,05,MA,MASSACHUSETTS,PERTUSSIS,111,2.54
1938,05,MD,MARYLAND,PERTUSSIS,64,3.62
1938,05,ME,MAINE,PERTUSSIS,71,8.42
1938,05,MI,MICHIGAN,PERTUSSIS,132,2.61
1938,05,MN,MINNESOTA,PERTUSSIS,33,1.2
1938,05,MO,MISSOURI,PERTUSSIS,108,2.86
1938,05,MT,MONTANA,PERTUSSIS,31,5.62
1938,05,NC,NORTH CAROLINA,PERTUSSIS,281,8.17
1938,05,ND,NORTH DAKOTA,PERTUSSIS,31,4.79
1938,05,NE,NEBRASKA,PERTUSSIS,8,0.6
1938,05,NH,NEW HAMPSHIRE,PERTUSSIS,4,0.82
1938,05,NJ,NEW JERSEY,PERTUSSIS,144,3.51
1938,05,NM,NEW MEXICO,PERTUSSIS,35,6.82
1938,05,NY,NEW YORK,PERTUSSIS,472,3.49
1938,05,OH,OHIO,PERTUSSIS,115,1.68
1938,05,OK,OKLAHOMA,PERTUSSIS,33,1.42
1938,05,OR,OREGON,PERTUSSIS,30,2.81
1938,05,PA,PENNSYLVANIA,PERTUSSIS,411,4.13
1938,05,RI,RHODE ISLAND,PERTUSSIS,34,4.9
1938,05,SC,SOUTH CAROLINA,PERTUSSIS,57,3.11
1938,05,SD,SOUTH DAKOTA,PERTUSSIS,14,2.16
1938,05,TN,TENNESSEE,PERTUSSIS,46,1.63
1938,05,TX,TEXAS,PERTUSSIS,269,4.27
1938,05,UT,UTAH,PERTUSSIS,83,15.51
1938,05,VA,VIRGINIA,PERTUSSIS,97,3.68
1938,05,VT,VERMONT,PERTUSSIS,18,5.06
1938,05,WA,WASHINGTON,PERTUSSIS,122,7.18
1938,05,WI,WISCONSIN,PERTUSSIS,129,4.16
1938,05,WV,WEST VIRGINIA,PERTUSSIS,99,5.42
1938,05,WY,WYOMING,PERTUSSIS,25,10.16
1938,06,AL,ALABAMA,PERTUSSIS,16,0.57
1938,06,AR,ARKANSAS,PERTUSSIS,54,2.8
1938,06,AZ,ARIZONA,PERTUSSIS,45,9.66
1938,06,CA,CALIFORNIA,PERTUSSIS,271,4.07
1938,06,CO,COLORADO,PERTUSSIS,12,1.08
1938,06,CT,CONNECTICUT,PERTUSSIS,48,2.85
1938,06,DC,DISTRICT OF COLUMBIA,PERTUSSIS,12,1.88
1938,06,DE,DELAWARE,PERTUSSIS,7,2.72
1938,06,FL,FLORIDA,PERTUSSIS,6,0.34
1938,06,GA,GEORGIA,PERTUSSIS,72,2.33
1938,06,IA,IOWA,PERTUSSIS,17,0.68
1938,06,ID,IDAHO,PERTUSSIS,8,1.56
1938,06,IL,ILLINOIS,PERTUSSIS,105,1.33
1938,06,IN,INDIANA,PERTUSSIS,16,0.47
1938,06,KS,KANSAS,PERTUSSIS,105,5.7
1938,06,KY,KENTUCKY,PERTUSSIS,64,2.29
1938,06,LA,LOUISIANA,PERTUSSIS,19,0.83
1938,06,MA,MASSACHUSETTS,PERTUSSIS,158,3.62
1938,06,MD,MARYLAND,PERTUSSIS,71,4.02
1938,06,ME,MAINE,PERTUSSIS,61,7.24
1938,06,MI,MICHIGAN,PERTUSSIS,208,4.11
1938,06,MN,MINNESOTA,PERTUSSIS,45,1.63
1938,06,MO,MISSOURI,PERTUSSIS,90,2.38
1938,06,MT,MONTANA,PERTUSSIS,16,2.9
1938,06,NC,NORTH CAROLINA,PERTUSSIS,385,11.19
1938,06,ND,NORTH DAKOTA,PERTUSSIS,15,2.32
1938,06,NE,NEBRASKA,PERTUSSIS,7,0.53
1938,06,NH,NEW HAMPSHIRE,PERTUSSIS,6,1.24
1938,06,NJ,NEW JERSEY,PERTUSSIS,158,3.85
1938,06,NM,NEW MEXICO,PERTUSSIS,37,7.21
1938,06,NY,NEW YORK,PERTUSSIS,385,2.85
1938,06,OH,OHIO,PERTUSSIS,120,1.76
1938,06,OK,OKLAHOMA,PERTUSSIS,39,1.68
1938,06,OR,OREGON,PERTUSSIS,28,2.62
1938,06,PA,PENNSYLVANIA,PERTUSSIS,261,2.62
1938,06,RI,RHODE ISLAND,PERTUSSIS,25,3.6
1938,06,SC,SOUTH CAROLINA,PERTUSSIS,61,3.33
1938,06,SD,SOUTH DAKOTA,PERTUSSIS,25,3.85
1938,06,TN,TENNESSEE,PERTUSSIS,74,2.62
1938,06,TX,TEXAS,PERTUSSIS,261,4.14
1938,06,UT,UTAH,PERTUSSIS,46,8.6
1938,06,VA,VIRGINIA,PERTUSSIS,78,2.96
1938,06,VT,VERMONT,PERTUSSIS,21,5.9
1938,06,WA,WASHINGTON,PERTUSSIS,167,9.84
1938,06,WI,WISCONSIN,PERTUSSIS,152,4.91
1938,06,WV,WEST VIRGINIA,PERTUSSIS,62,3.39
1938,06,WY,WYOMING,PERTUSSIS,19,7.72
1938,07,AL,ALABAMA,PERTUSSIS,21,0.75
1938,07,AR,ARKANSAS,PERTUSSIS,144,7.47
1938,07,AZ,ARIZONA,PERTUSSIS,19,4.08
1938,07,CA,CALIFORNIA,PERTUSSIS,293,4.4
1938,07,CO,COLORADO,PERTUSSIS,8,0.72
1938,07,CT,CONNECTICUT,PERTUSSIS,45,2.67
1938,07,DC,DISTRICT OF COLUMBIA,PERTUSSIS,9,1.41
1938,07,DE,DELAWARE,PERTUSSIS,8,3.11
1938,07,FL,FLORIDA,PERTUSSIS,9,0.51
1938,07,GA,GEORGIA,PERTUSSIS,33,1.07
1938,07,IA,IOWA,PERTUSSIS,34,1.36
1938,07,ID,IDAHO,PERTUSSIS,14,2.73
1938,07,IL,ILLINOIS,PERTUSSIS,76,0.97
1938,07,IN,INDIANA,PERTUSSIS,27,0.8
1938,07,KS,KANSAS,PERTUSSIS,138,7.49
1938,07,KY,KENTUCKY,PERTUSSIS,98,3.5
1938,07,LA,LOUISIANA,PERTUSSIS,20,0.88
1938,07,MA,MASSACHUSETTS,PERTUSSIS,104,2.38
1938,07,MD,MARYLAND,PERTUSSIS,64,3.62
1938,07,ME,MAINE,PERTUSSIS,52,6.17
1938,07,MI,MICHIGAN,PERTUSSIS,187,3.7
1938,07,MN,MINNESOTA,PERTUSSIS,39,1.42
1938,07,MO,MISSOURI,PERTUSSIS,52,1.38
1938,07,MT,MONTANA,PERTUSSIS,19,3.44
1938,07,NC,NORTH CAROLINA,PERTUSSIS,343,9.97
1938,07,ND,NORTH DAKOTA,PERTUSSIS,19,2.94
1938,07,NE,NEBRASKA,PERTUSSIS,10,0.75
1938,07,NH,NEW HAMPSHIRE,PERTUSSIS,2,0.41
1938,07,NJ,NEW JERSEY,PERTUSSIS,200,4.88
1938,07,NM,NEW MEXICO,PERTUSSIS,17,3.31
1938,07,NY,NEW YORK,PERTUSSIS,505,3.74
1938,07,OH,OHIO,PERTUSSIS,87,1.27
1938,07,OK,OKLAHOMA,PERTUSSIS,29,1.25
1938,07,OR,OREGON,PERTUSSIS,43,4.03
1938,07,PA,PENNSYLVANIA,PERTUSSIS,361,3.63
1938,07,RI,RHODE ISLAND,PERTUSSIS,37,5.33
1938,07,SC,SOUTH CAROLINA,PERTUSSIS,68,3.71
1938,07,SD,SOUTH DAKOTA,PERTUSSIS,26,4.01
1938,07,TN,TENNESSEE,PERTUSSIS,18,0.64
1938,07,TX,TEXAS,PERTUSSIS,214,3.4
1938,07,UT,UTAH,PERTUSSIS,30,5.61
1938,07,VA,VIRGINIA,PERTUSSIS,99,3.75
1938,07,VT,VERMONT,PERTUSSIS,25,7.02
1938,07,WA,WASHINGTON,PERTUSSIS,141,8.3
1938,07,WI,WISCONSIN,PERTUSSIS,102,3.29
1938,07,WV,WEST VIRGINIA,PERTUSSIS,59,3.23
1938,07,WY,WYOMING,PERTUSSIS,17,6.91
1938,08,AL,ALABAMA,PERTUSSIS,32,1.15
1938,08,AR,ARKANSAS,PERTUSSIS,26,1.35
1938,08,AZ,ARIZONA,PERTUSSIS,43,9.23
1938,08,CA,CALIFORNIA,PERTUSSIS,363,5.45
1938,08,CO,COLORADO,PERTUSSIS,15,1.35
1938,08,CT,CONNECTICUT,PERTUSSIS,49,2.91
1938,08,DC,DISTRICT OF COLUMBIA,PERTUSSIS,4,0.63
1938,08,DE,DELAWARE,PERTUSSIS,5,1.95
1938,08,FL,FLORIDA,PERTUSSIS,14,0.79
1938,08,GA,GEORGIA,PERTUSSIS,43,1.39
1938,08,IA,IOWA,PERTUSSIS,24,0.96
1938,08,ID,IDAHO,PERTUSSIS,12,2.34
1938,08,IL,ILLINOIS,PERTUSSIS,85,1.08
1938,08,IN,INDIANA,PERTUSSIS,25,0.74
1938,08,KS,KANSAS,PERTUSSIS,93,5.05
1938,08,KY,KENTUCKY,PERTUSSIS,67,2.39
1938,08,LA,LOUISIANA,PERTUSSIS,12,0.53
1938,08,MA,MASSACHUSETTS,PERTUSSIS,84,1.92
1938,08,MD,MARYLAND,PERTUSSIS,48,2.72
1938,08,ME,MAINE,PERTUSSIS,27,3.2
1938,08,MI,MICHIGAN,PERTUSSIS,197,3.9
1938,08,MN,MINNESOTA,PERTUSSIS,27,0.98
1938,08,MO,MISSOURI,PERTUSSIS,125,3.31
1938,08,MT,MONTANA,PERTUSSIS,24,4.35
1938,08,NC,NORTH CAROLINA,PERTUSSIS,383,11.13
1938,08,ND,NORTH DAKOTA,PERTUSSIS,0,0
1938,08,NE,NEBRASKA,PERTUSSIS,14,1.06
1938,08,NH,NEW HAMPSHIRE,PERTUSSIS,4,0.82
1938,08,NJ,NEW JERSEY,PERTUSSIS,166,4.05
1938,08,NM,NEW MEXICO,PERTUSSIS,31,6.04
1938,08,NY,NEW YORK,PERTUSSIS,410,3.03
1938,08,OH,OHIO,PERTUSSIS,169,2.47
1938,08,OK,OKLAHOMA,PERTUSSIS,41,1.76
1938,08,OR,OREGON,PERTUSSIS,26,2.44
1938,08,PA,PENNSYLVANIA,PERTUSSIS,295,2.96
1938,08,RI,RHODE ISLAND,PERTUSSIS,39,5.62
1938,08,SC,SOUTH CAROLINA,PERTUSSIS,68,3.71
1938,08,SD,SOUTH DAKOTA,PERTUSSIS,70,10.79
1938,08,TN,TENNESSEE,PERTUSSIS,86,3.05
1938,08,TX,TEXAS,PERTUSSIS,177,2.81
1938,08,UT,UTAH,PERTUSSIS,23,4.3
1938,08,VA,VIRGINIA,PERTUSSIS,89,3.37
1938,08,VT,VERMONT,PERTUSSIS,46,12.92
1938,08,WA,WASHINGTON,PERTUSSIS,138,8.13
1938,08,WI,WISCONSIN,PERTUSSIS,136,4.39
1938,08,WV,WEST VIRGINIA,PERTUSSIS,88,4.81
1938,08,WY,WYOMING,PERTUSSIS,4,1.63
1938,09,AL,ALABAMA,PERTUSSIS,24,0.86
1938,09,AR,ARKANSAS,PERTUSSIS,52,2.7
1938,09,AZ,ARIZONA,PERTUSSIS,40,8.58
1938,09,CA,CALIFORNIA,PERTUSSIS,403,6.05
1938,09,CO,COLORADO,PERTUSSIS,8,0.72
1938,09,CT,CONNECTICUT,PERTUSSIS,46,2.73
1938,09,DC,DISTRICT OF COLUMBIA,PERTUSSIS,9,1.41
1938,09,DE,DELAWARE,PERTUSSIS,6,2.33
1938,09,GA,GEORGIA,PERTUSSIS,11,0.36
1938,09,IA,IOWA,PERTUSSIS,35,1.4
1938,09,ID,IDAHO,PERTUSSIS,9,1.75
1938,09,IL,ILLINOIS,PERTUSSIS,121,1.54
1938,09,IN,INDIANA,PERTUSSIS,22,0.65
1938,09,KS,KANSAS,PERTUSSIS,155,8.41
1938,09,KY,KENTUCKY,PERTUSSIS,134,4.79
1938,09,LA,LOUISIANA,PERTUSSIS,12,0.53
1938,09,MA,MASSACHUSETTS,PERTUSSIS,117,2.68
1938,09,MD,MARYLAND,PERTUSSIS,86,4.87
1938,09,ME,MAINE,PERTUSSIS,89,10.56
1938,09,MI,MICHIGAN,PERTUSSIS,177,3.5
1938,09,MN,MINNESOTA,PERTUSSIS,30,1.09
1938,09,MO,MISSOURI,PERTUSSIS,39,1.03
1938,09,MT,MONTANA,PERTUSSIS,28,5.07
1938,09,NC,NORTH CAROLINA,PERTUSSIS,417,12.12
1938,09,ND,NORTH DAKOTA,PERTUSSIS,24,3.71
1938,09,NE,NEBRASKA,PERTUSSIS,19,1.43
1938,09,NH,NEW HAMPSHIRE,PERTUSSIS,16,3.3
1938,09,NJ,NEW JERSEY,PERTUSSIS,177,4.32
1938,09,NM,NEW MEXICO,PERTUSSIS,36,7.02
1938,09,NY,NEW YORK,PERTUSSIS,472,3.49
1938,09,OH,OHIO,PERTUSSIS,116,1.7
1938,09,OK,OKLAHOMA,PERTUSSIS,41,1.76
1938,09,OR,OREGON,PERTUSSIS,7,0.66
1938,09,PA,PENNSYLVANIA,PERTUSSIS,285,2.86
1938,09,RI,RHODE ISLAND,PERTUSSIS,29,4.18
1938,09,SC,SOUTH CAROLINA,PERTUSSIS,96,5.23
1938,09,SD,SOUTH DAKOTA,PERTUSSIS,17,2.62
1938,09,TN,TENNESSEE,PERTUSSIS,64,2.27
1938,09,TX,TEXAS,PERTUSSIS,304,4.82
1938,09,UT,UTAH,PERTUSSIS,28,5.23
1938,09,VA,VIRGINIA,PERTUSSIS,76,2.88
1938,09,VT,VERMONT,PERTUSSIS,42,11.8
1938,09,WA,WASHINGTON,PERTUSSIS,124,7.3
1938,09,WI,WISCONSIN,PERTUSSIS,141,4.55
1938,09,WV,WEST VIRGINIA,PERTUSSIS,70,3.83
1938,09,WY,WYOMING,PERTUSSIS,19,7.72
1938,10,AL,ALABAMA,PERTUSSIS,32,1.15
1938,10,AR,ARKANSAS,PERTUSSIS,34,1.76
1938,10,AZ,ARIZONA,PERTUSSIS,42,9.01
1938,10,CA,CALIFORNIA,PERTUSSIS,529,7.95
1938,10,CO,COLORADO,PERTUSSIS,9,0.81
1938,10,CT,CONNECTICUT,PERTUSSIS,76,4.51
1938,10,DC,DISTRICT OF COLUMBIA,PERTUSSIS,5,0.78
1938,10,DE,DELAWARE,PERTUSSIS,1,0.39
1938,10,FL,FLORIDA,PERTUSSIS,10,0.56
1938,10,GA,GEORGIA,PERTUSSIS,56,1.81
1938,10,IA,IOWA,PERTUSSIS,25,1
1938,10,ID,IDAHO,PERTUSSIS,13,2.53
1938,10,IL,ILLINOIS,PERTUSSIS,122,1.55
1938,10,IN,INDIANA,PERTUSSIS,23,0.68
1938,10,KS,KANSAS,PERTUSSIS,116,6.3
1938,10,KY,KENTUCKY,PERTUSSIS,50,1.79
1938,10,LA,LOUISIANA,PERTUSSIS,18,0.79
1938,10,MA,MASSACHUSETTS,PERTUSSIS,120,2.75
1938,10,MD,MARYLAND,PERTUSSIS,45,2.55
1938,10,ME,MAINE,PERTUSSIS,54,6.41
1938,10,MI,MICHIGAN,PERTUSSIS,254,5.02
1938,10,MN,MINNESOTA,PERTUSSIS,18,0.65
1938,10,MO,MISSOURI,PERTUSSIS,60,1.59
1938,10,MT,MONTANA,PERTUSSIS,16,2.9
1938,10,NC,NORTH CAROLINA,PERTUSSIS,412,11.98
1938,10,ND,NORTH DAKOTA,PERTUSSIS,20,3.09
1938,10,NE,NEBRASKA,PERTUSSIS,9,0.68
